index,model_id,fine_grained_class,coarse_grained_class,empty_struct_obj,nyuv2_40class
670,87,wash_basins,wash_basins,2,sink
671,88,chair,chair,2,chair
672,89,chair,chair,2,chair
673,90,chair,chair,2,chair
674,91,chair,chair,2,chair
675,92,kitchen_cabinet,kitchen_cabinet,2,counter
676,93,tv_bench,tv_bench,2,cabinet
677,94,kitchen_cabinet,kitchen_cabinet,2,counter
678,95,shelves,shelves,2,shelves
679,97,shelves,shelves,2,shelves
680,98,dresser,dresser,2,dresser
681,99,kitchen_cabinet,kitchen_cabinet,2,counter
682,s__1000,stand,stand,2,night_stand
683,s__1001,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
684,s__1002,dresser,dresser,2,dresser
685,s__1003,coffee_table,coffee_table,2,table
686,s__1004,coffee_table,coffee_table,2,table
687,s__1005,coffee_table,coffee_table,2,table
688,s__1006,coffee_table,coffee_table,2,table
689,s__1007,coffee_table,coffee_table,2,table
690,s__1008,coffee_table,coffee_table,2,table
691,s__1009,coffee_table,coffee_table,2,table
692,s__1010,coffee_table,coffee_table,2,table
693,s__1011,coffee_table,coffee_table,2,table
694,s__1012,coffee_table,coffee_table,2,table
695,s__1013,coffee_table,coffee_table,2,table
696,s__1014,coffee_table,coffee_table,2,table
697,s__1015,coffee_table,coffee_table,2,table
698,s__1016,coffee_table,coffee_table,2,table
699,s__1017,chair,chair,2,chair
700,s__1018,coffee_table,coffee_table,2,table
701,s__1019,chair,chair,2,chair
702,s__1020,desk,desk,2,desk
703,s__1021,desk,desk,2,desk
704,s__1022,desk,desk,2,desk
705,s__1023,desk,desk,2,desk
706,s__1024,wall_lamp,wall_lamp,2,lamp
707,s__1025,chandelier,chandelier,2,lamp
708,s__1026,table_lamp,table_lamp,2,lamp
709,s__1027,chandelier,chandelier,2,lamp
710,s__1028,wall_lamp,wall_lamp,2,lamp
711,s__1029,kitchen_cabinet,kitchen_cabinet,2,counter
712,s__1030,kitchen_cabinet,kitchen_cabinet,2,counter
713,s__1031,kitchen_cabinet,kitchen_cabinet,2,counter
714,s__1032,kitchen_cabinet,kitchen_cabinet,2,counter
715,s__1033,kitchen_cabinet,kitchen_cabinet,2,counter
716,s__1034,kitchen_cabinet,kitchen_cabinet,2,counter
717,s__1035,kitchen_cabinet,kitchen_cabinet,2,counter
718,s__1036,kitchen_cabinet,kitchen_cabinet,2,counter
719,s__1037,coffee_table,coffee_table,2,table
720,s__1038,chair,chair,2,chair
721,s__1039,chair,chair,2,chair
722,s__1040,chair,chair,2,chair
723,s__1041,kitchen_set,kitchen_set,2,counter
724,s__1042,kitchen_set,kitchen_set,2,counter
725,s__1043,kitchen_set,kitchen_set,2,counter
726,s__1044,kitchen_set,kitchen_set,2,counter
727,s__1045,kitchen_set,kitchen_set,2,counter
728,s__1046,kitchen_set,kitchen_set,2,counter
729,s__1047,kitchen_set,kitchen_set,2,counter
730,s__1048,kitchen_set,kitchen_set,2,counter
731,s__1049,kitchen_set,kitchen_set,2,counter
732,s__1050,kitchen_set,kitchen_set,2,counter
733,s__1051,kitchen_cabinet,kitchen_cabinet,2,counter
734,s__1052,kitchen_cabinet,kitchen_cabinet,2,counter
735,s__1053,kitchen_cabinet,kitchen_cabinet,2,counter
736,s__1054,kitchen_cabinet,kitchen_cabinet,2,counter
737,s__1055,kitchen_cabinet,kitchen_cabinet,2,counter
738,s__1056,kitchen_cabinet,kitchen_cabinet,2,counter
739,s__1057,kitchen_cabinet,kitchen_cabinet,2,counter
740,s__1058,kitchen_appliance,kitchen_appliance,2,refridgerator
741,s__1059,chandelier,chandelier,2,lamp
742,s__1060,range_hood,kitchen_appliance,2,refridgerator
743,s__1061,shelves,shelves,2,shelves
744,s__1062,chair,chair,2,chair
745,s__1063,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
746,s__1064,kitchen_cabinet,kitchen_cabinet,2,counter
747,s__1065,kitchen_set,kitchen_set,2,counter
748,s__1066,kitchen_cabinet,kitchen_cabinet,2,counter
749,s__1067,sofa,sofa,2,sofa
750,s__1068,stand,stand,2,night_stand
751,s__1069,chandelier,chandelier,2,lamp
752,s__1070,chandelier,chandelier,2,lamp
753,s__1071,chandelier,chandelier,2,lamp
754,s__1072,wall_lamp,wall_lamp,2,lamp
755,s__1073,dining_table,dining_table,2,table
756,s__1074,chair,chair,2,chair
757,s__1075,kitchen_cabinet,kitchen_cabinet,2,counter
758,s__1076,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
759,s__1077,kitchen_cabinet,kitchen_cabinet,2,counter
760,s__1078,kitchen_cabinet,kitchen_cabinet,2,counter
761,s__1079,dining_table,dining_table,2,table
762,s__1080,chair,chair,2,chair
763,s__1081,chandelier,chandelier,2,lamp
764,s__1082,chandelier,chandelier,2,lamp
765,s__1083,chair,chair,2,chair
766,s__1084,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
767,s__1085,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
768,s__1086,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
769,s__1087,chandelier,chandelier,2,lamp
770,s__1088,kitchen_cabinet,kitchen_cabinet,2,counter
771,s__1089,sofa,sofa,2,sofa
772,s__1090,rug,rug,2,floor_mat
773,s__1091,candle,candle,2,lamp
774,s__1092,ottoman,ottoman,2,otherprop
775,s__1093,armchair,armchair,2,chair
776,s__1094,ottoman,ottoman,2,otherprop
777,s__1095,shelves,shelves,2,shelves
778,s__1096,dining_table,dining_table,2,table
779,s__1097,sofa,sofa,2,sofa
780,s__1098,dining_table,dining_table,2,table
781,s__1099,coffee_table,coffee_table,2,table
782,s__1100,coffee_table,coffee_table,2,table
783,s__1101,chair,chair,2,chair
784,s__1102,floor_lamps,floor_lamps,2,lamp
785,s__1103,wall_lamp,wall_lamp,2,lamp
786,s__1104,coffee_table,coffee_table,2,table
787,s__1105,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
788,s__1106,coffee_table,coffee_table,2,table
789,s__1107,coffee_table,coffee_table,2,table
790,s__1108,wall_lamp,wall_lamp,2,lamp
791,s__1109,table_lamp,table_lamp,2,lamp
792,s__1110,fireplaces,fireplaces,2,otherstructure
793,s__1111,dresser,dresser,2,dresser
794,s__1112,sofa,sofa,2,sofa
795,s__1113,armchair,armchair,2,chair
796,s__1114,chandelier,chandelier,2,lamp
797,s__1115,table_lamp,table_lamp,2,lamp
798,s__1116,floor_lamps,floor_lamps,2,lamp
799,s__1117,chair,chair,2,chair
800,s__1118,coffee_table,coffee_table,2,table
801,s__1119,dining_table,dining_table,2,table
802,s__1120,dining_table,dining_table,2,table
803,s__1121,chair,chair,2,chair
804,s__1122,coffee_table,coffee_table,2,table
805,s__1123,chair,chair,2,chair
806,s__1124,chair,chair,2,chair
807,s__1125,armchair,armchair,2,chair
808,s__1126,sofa,sofa,2,sofa
809,s__1127,sofa,sofa,2,sofa
810,s__1128,candle,candle,2,lamp
811,s__1129,fan,fan,2,otherprop
812,s__1130,coffee_table,coffee_table,2,table
813,s__1131,bathtub,bathtub,2,bathtub
814,s__1132,wash_basins,wash_basins,2,sink
815,s__1133,chair,chair,2,chair
816,s__1134,shelves,shelves,2,shelves
817,s__1135,coffee_table,coffee_table,2,table
818,s__1136,toilet,toilet,2,toilet
819,s__1137,toys,toys,2,otherprop
820,s__1138,toilet,toilet,2,toilet
821,s__1139,wall_lamp,wall_lamp,2,lamp
822,s__1140,wall_lamp,wall_lamp,2,lamp
823,s__1141,range_oven_with_hood,otherprop,2,refridgerator
824,s__1142,kitchen_cabinet,kitchen_cabinet,2,counter
825,s__1143,kitchen_cabinet,kitchen_cabinet,2,counter
826,s__1144,kitchen_cabinet,kitchen_cabinet,2,counter
827,s__1145,kitchen_cabinet,kitchen_cabinet,2,counter
828,s__1146,kitchen_cabinet,kitchen_cabinet,2,counter
829,s__1147,kitchen_cabinet,kitchen_cabinet,2,counter
830,s__1148,kitchen_cabinet,kitchen_cabinet,2,counter
831,s__1149,chair,chair,2,chair
832,s__1150,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
833,s__1151,hanging_kitchen_cabinet,hanging_kitchen_cabinet,2,counter
834,s__1152,chandelier,chandelier,2,lamp
835,s__1153,chandelier,chandelier,2,lamp
836,s__1154,chandelier,chandelier,2,lamp
837,s__1155,wall_lamp,wall_lamp,2,lamp
838,s__1156,kitchen_cabinet,kitchen_cabinet,2,counter
839,s__1157,kitchen_cabinet,kitchen_cabinet,2,counter
840,s__1158,dresser,dresser,2,dresser
841,s__1159,coffee_table,coffee_table,2,table
842,s__1160,wall_lamp,wall_lamp,2,lamp
843,s__1161,dining_table,dining_table,2,table
844,s__1162,dresser,dresser,2,dresser
845,s__1163,chair,chair,2,chair
846,s__1164,chair,chair,2,chair
847,s__1165,mirror,mirror,2,mirror
848,s__1166,armchair,armchair,2,chair
849,s__1167,coffee_table,coffee_table,2,table
850,s__1168,mirror,mirror,2,mirror
851,s__1169,coffee_table,coffee_table,2,table
852,s__1170,dining_table,dining_table,2,table
853,s__1171,sofa,sofa,2,sofa
854,s__1172,armchair,armchair,2,chair
855,s__1173,chair,chair,2,chair
856,s__1174,floor_lamps,floor_lamps,2,lamp
857,s__1175,chair,chair,2,chair
858,s__1176,armchair,armchair,2,chair
859,s__1177,sofa,sofa,2,sofa
860,s__1178,chandelier,chandelier,2,lamp
861,s__1179,dining_table,dining_table,2,table
862,s__1180,coffee_table,coffee_table,2,table
863,s__1183,bookshelf,bookshelf,2,bookshelf
864,s__1184,bookshelf,bookshelf,2,bookshelf
865,s__1185,bookshelf,bookshelf,2,bookshelf
866,s__1186,bookshelf,bookshelf,2,bookshelf
867,s__1187,bookshelf,bookshelf,2,bookshelf
868,s__1188,bookshelf,bookshelf,2,bookshelf
869,s__1189,bookshelf,bookshelf,2,bookshelf
870,s__1190,bookshelf,bookshelf,2,bookshelf
871,s__1192,bookshelf,bookshelf,2,bookshelf
872,s__1193,bookshelf,bookshelf,2,bookshelf
873,s__1195,bookshelf,bookshelf,2,bookshelf
874,s__1196,bookshelf,bookshelf,2,bookshelf
875,s__1197,bookshelf,bookshelf,2,bookshelf
876,s__1198,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
877,s__1199,bookshelf,bookshelf,2,bookshelf
878,s__1200,bookshelf,bookshelf,2,bookshelf
879,s__1201,workplace,workplace,2,desk
880,s__1202,bookshelf,bookshelf,2,bookshelf
881,s__1203,bookshelf,bookshelf,2,bookshelf
882,s__1204,bookshelf,bookshelf,2,bookshelf
883,s__1205,bookshelf,bookshelf,2,bookshelf
884,s__1206,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
885,s__1207,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
886,s__1208,bookshelf,bookshelf,2,bookshelf
887,s__1209,bookshelf,bookshelf,2,bookshelf
888,s__1210,bookshelf,bookshelf,2,bookshelf
889,s__1211,shelves,shelves,2,shelves
890,s__1212,bookshelf,bookshelf,2,bookshelf
891,s__1213,bookshelf,bookshelf,2,bookshelf
892,s__1214,bookshelf,bookshelf,2,bookshelf
893,s__1215,bookshelf,bookshelf,2,bookshelf
894,s__1216,bookshelf,bookshelf,2,bookshelf
895,s__1217,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
896,s__1218,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
897,s__1219,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
898,s__1220,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
899,s__1221,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
900,s__1222,desk,desk,2,desk
901,s__1223,shelves,shelves,2,shelves
902,s__1224,shelves,shelves,2,shelves
903,s__1225,desk,desk,2,desk
904,s__1226,shelves,shelves,2,shelves
905,s__1227,bookshelf,bookshelf,2,bookshelf
906,s__1228,bookshelf,bookshelf,2,bookshelf
907,s__1230,bookshelf,bookshelf,2,bookshelf
908,s__1231,bookshelf,bookshelf,2,bookshelf
909,s__1232,bookshelf,bookshelf,2,bookshelf
910,s__1234,bookshelf,bookshelf,2,bookshelf
911,s__1235,bookshelf,bookshelf,2,bookshelf
912,s__1237,bookshelf,bookshelf,2,bookshelf
913,s__1239,bookshelf,bookshelf,2,bookshelf
914,s__1240,bookshelf,bookshelf,2,bookshelf
915,s__1241,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
916,s__1242,stand,stand,2,night_stand
917,s__1243,dressing_table,dressing_table,2,desk
918,s__1244,dressing_table,dressing_table,2,desk
919,s__1245,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
920,s__1246,double_bed,double_bed,2,bed
921,s__1247,double_bed,double_bed,2,bed
922,s__1248,bathtub,bathtub,2,bathtub
923,s__1249,wash_basins,wash_basins,2,sink
924,s__1250,toilet,toilet,2,toilet
925,s__1251,toilet,toilet,2,toilet
926,s__1252,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
927,s__1253,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
928,s__1254,chair,chair,2,chair
929,s__1255,chandelier,chandelier,2,lamp
930,s__1256,wall_lamp,wall_lamp,2,lamp
931,s__1257,wall_lamp,wall_lamp,2,lamp
932,s__1258,workplace,workplace,2,desk
933,s__1259,workplace,workplace,2,desk
934,s__1260,workplace,workplace,2,desk
935,s__1261,workplace,workplace,2,desk
936,s__1262,workplace,workplace,2,desk
937,s__1265,workplace,workplace,2,desk
938,s__1268,wall_lamp,wall_lamp,2,lamp
939,s__1269,mirror,mirror,2,mirror
940,s__1270,wash_basins,wash_basins,2,sink
941,s__1271,wall_lamp,wall_lamp,2,lamp
942,s__1272,mirror,mirror,2,mirror
943,s__1273,wash_basins,wash_basins,2,sink
944,s__1274,wall_lamp,wall_lamp,2,lamp
945,s__1275,mirror,mirror,2,mirror
946,s__1276,windows,windows,2,window
947,s__1277,wash_basins,wash_basins,2,sink
948,s__1278,wall_lamp,wall_lamp,2,lamp
949,s__1279,wash_basins,wash_basins,2,sink
950,s__1280,wall_lamp,wall_lamp,2,lamp
951,s__1281,dresser,dresser,2,dresser
952,s__1282,wall_lamp,wall_lamp,2,lamp
953,s__1283,wash_basins,wash_basins,2,sink
954,s__1284,bathtub,bathtub,2,bathtub
955,s__1285,shower,shower,2,shower_curtain
956,s__1286,sofa,sofa,2,sofa
957,s__1287,coffee_table,coffee_table,2,table
958,s__1288,armchair,armchair,2,chair
959,s__1289,ottoman,ottoman,2,otherprop
960,s__1290,sofa,sofa,2,sofa
961,s__1291,vases,vases,2,otherprop
962,s__1292,chandelier,chandelier,2,lamp
963,s__1293,mirror,mirror,2,mirror
964,s__1294,dresser,dresser,2,dresser
965,s__1295,dining_table,dining_table,2,table
966,s__1296,floor_lamps,floor_lamps,2,lamp
967,s__1297,table_lamp,table_lamp,2,lamp
968,s__1298,coffee_table,coffee_table,2,table
969,s__1299,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
970,s__1300,shelves,shelves,2,shelves
971,s__1301,vases,vases,2,otherprop
972,s__1302,double_bed,double_bed,2,bed
973,s__1303,armchair,armchair,2,chair
974,s__1304,desk,desk,2,desk
975,s__1305,chair,chair,2,chair
976,s__1306,table_lamp,table_lamp,2,lamp
977,s__1307,stand,stand,2,night_stand
978,s__1308,ottoman,ottoman,2,otherprop
979,s__1309,fireplaces,fireplaces,2,otherstructure
980,s__1310,wall_lamp,wall_lamp,2,lamp
981,s__1311,table_lamp,table_lamp,2,lamp
982,s__1312,mirror,mirror,2,mirror
983,s__1313,fireplaces,fireplaces,2,otherstructure
984,s__1314,chair,chair,2,chair
985,s__1315,stand,stand,2,night_stand
986,s__1316,coffee_table,coffee_table,2,table
987,s__1317,coffee_table,coffee_table,2,table
988,s__1318,table_lamp,table_lamp,2,lamp
989,s__1319,bathtub,bathtub,2,bathtub
990,s__1320,wash_basins,wash_basins,2,sink
991,s__1321,bathroom_stuff,bathroom_stuff,2,otherprop
992,s__1322,shower,shower,2,shower_curtain
993,s__1323,wash_basins,wash_basins,2,sink
994,s__1324,ottoman,ottoman,2,otherprop
995,s__1325,wall_lamp,wall_lamp,2,lamp
996,s__1326,bathroom_stuff,bathroom_stuff,2,otherprop
997,s__1327,bathroom_stuff,bathroom_stuff,2,otherprop
998,s__1328,mirror,mirror,2,mirror
999,s__1329,wall_lamp,wall_lamp,2,lamp
1000,s__1330,sofa,sofa,2,sofa
1001,s__1331,ottoman,ottoman,2,otherprop
1002,s__1332,coffee_table,coffee_table,2,table
1003,s__1333,chandelier,chandelier,2,lamp
1004,s__1334,chair,chair,2,chair
1005,s__1335,plants,plants,2,otherprop
1006,s__1336,tv_bench,tv_bench,2,cabinet
1007,s__1337,armchair,armchair,2,chair
1008,s__1338,desk,desk,2,desk
1009,s__1339,mirror,mirror,2,mirror
1010,s__1340,armchair,armchair,2,chair
1011,s__1341,table_lamp,table_lamp,2,lamp
1012,s__1342,table_lamp,table_lamp,2,lamp
1013,s__1343,toys,toys,2,otherprop
1014,s__1344,toys,toys,2,otherprop
1015,s__1345,toys,toys,2,otherprop
1016,s__1346,toys,toys,2,otherprop
1017,s__1347,toys,toys,2,otherprop
1018,s__1348,toys,toys,2,otherprop
1019,s__1349,toys,toys,2,otherprop
1020,s__1350,toys,toys,2,otherprop
1021,s__1351,toys,toys,2,otherprop
1022,s__1352,toys,toys,2,otherprop
1023,s__1353,desk,desk,2,desk
1024,s__1354,desk,desk,2,desk
1025,s__1355,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1026,s__1356,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1027,s__1357,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1028,s__1358,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1029,s__1359,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1030,s__1360,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1031,s__1361,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1032,s__1362,shelves,shelves,2,shelves
1033,s__1363,desk,desk,2,desk
1034,s__1364,desk,desk,2,desk
1035,s__1365,desk,desk,2,desk
1036,s__1366,desk,desk,2,desk
1037,s__1367,desk,desk,2,desk
1038,s__1368,tv_bench,tv_bench,2,cabinet
1039,s__1369,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1040,s__1370,stand,stand,2,night_stand
1041,s__1371,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1042,s__1372,desk,desk,2,desk
1043,s__1374,desk,desk,2,desk
1044,s__1377,desk,desk,2,desk
1045,s__1378,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1046,s__1379,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1047,s__1382,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1048,s__1384,stand,stand,2,night_stand
1049,s__1392,desk,desk,2,desk
1050,s__1393,desk,desk,2,desk
1051,s__1394,desk,desk,2,desk
1052,s__1396,chair,chair,2,chair
1053,s__1398,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1054,s__1399,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1055,s__1400,bookshelf,bookshelf,2,bookshelf
1056,s__1401,bookshelf,bookshelf,2,bookshelf
1057,s__1402,bookshelf,bookshelf,2,bookshelf
1058,s__1403,bookshelf,bookshelf,2,bookshelf
1059,s__1404,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1060,s__1405,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1061,s__1406,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1062,s__1407,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1063,s__1408,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1064,s__1410,shelves,shelves,2,shelves
1065,s__1411,shelves,shelves,2,shelves
1066,s__1412,shelves,shelves,2,shelves
1067,s__1413,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1068,s__1414,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1069,s__1415,stand,stand,2,night_stand
1070,s__1416,stand,stand,2,night_stand
1071,s__1418,desk,desk,2,desk
1072,s__1419,desk,desk,2,desk
1073,s__1422,desk,desk,2,desk
1074,s__1423,desk,desk,2,desk
1075,s__1426,desk,desk,2,desk
1076,s__1427,desk,desk,2,desk
1077,s__1428,desk,desk,2,desk
1078,s__1429,desk,desk,2,desk
1079,s__1431,chair,chair,2,chair
1080,s__1432,chair,chair,2,chair
1081,s__1433,chair,chair,2,chair
1082,s__1434,toys,toys,2,otherprop
1083,s__1435,shelves,shelves,2,shelves
1084,s__1438,chair,chair,2,chair
1085,s__1439,chair,chair,2,chair
1086,s__1443,stand,stand,2,night_stand
1087,s__1445,bookshelf,bookshelf,2,bookshelf
1088,s__1446,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1089,s__1448,bookshelf,bookshelf,2,bookshelf
1090,s__1452,desk,desk,2,desk
1091,s__1461,desk,desk,2,desk
1092,s__1462,toys,toys,2,otherprop
1093,s__1465,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1094,s__1467,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1095,s__1473,desk,desk,2,desk
1096,s__1474,desk,desk,2,desk
1097,s__1476,desk,desk,2,desk
1098,s__1486,stand,stand,2,night_stand
1099,s__1487,shelves,shelves,2,shelves
1100,s__1490,partitions,partitions,1,otherstructure
1101,s__1491,partitions,partitions,1,otherstructure
1102,s__1492,partitions,partitions,1,otherstructure
1103,s__1493,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1104,s__1494,stand,stand,2,night_stand
1105,s__1495,desk,desk,2,desk
1106,s__1496,desk,desk,2,desk
1107,s__1497,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1108,s__1498,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1109,s__1499,desk,desk,2,desk
1110,s__1500,wood_board,wood_board,2,otherprop
1111,s__1501,double_bed,double_bed,2,bed
1112,s__1502,double_bed,double_bed,2,bed
1113,s__1503,single_bed,single_bed,2,bed
1114,s__1504,office_chairs,office_chairs,2,chair
1115,s__1505,chair,chair,2,chair
1116,s__1506,chair,chair,2,chair
1117,s__1507,office_chairs,office_chairs,2,chair
1118,s__1508,office_chairs,office_chairs,2,chair
1119,s__1509,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1120,s__1510,desk,desk,2,desk
1121,s__1511,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1122,s__1512,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1123,s__1513,closets_wardrobes_cabinets,closets_wardrobes_cabinets,2,cabinet
1124,s__1514,bookshelf,bookshelf,2,bookshelf
1125,s__1515,stand,stand,2,night_stand
1126,s__1516,desk,desk,2,desk
1127,s__1517,tv_bench,tv_bench,2,cabinet
1128,s__1518,shelves,shelves,2,shelves
1129,s__1519,office_chairs,office_chairs,2,chair
1130,s__1520,office_chairs,office_chairs,2,chair
1131,s__1521,office_chairs,office_chairs,2,chair
1132,s__1522,office_chairs,office_chairs,2,chair
1133,s__1523,office_chairs,office_chairs,2,chair
1134,s__1524,office_chairs,office_chairs,2,chair
1135,s__1525,office_chairs,office_chairs,2,chair
1136,s__1526,office_chairs,office_chairs,2,chair
1137,s__1527,office_chairs,office_chairs,2,chair
1138,s__1528,office_chairs,office_chairs,2,chair
1139,s__1529,office_chairs,office_chairs,2,chair
1140,s__1531,office_chairs,office_chairs,2,chair
1141,s__1532,office_chairs,office_chairs,2,chair
1142,s__1533,office_chairs,office_chairs,2,chair
1143,s__1534,office_chairs,office_chairs,2,chair
1144,s__1535,office_chairs,office_chairs,2,chair
1145,s__1536,office_chairs,office_chairs,2,chair
1146,s__1537,office_chairs,office_chairs,2,chair
1147,s__1539,office_chairs,office_chairs,2,chair
1148,s__1540,toys,toys,2,otherprop
1149,s__1541,plants,plants,2,otherprop
1150,s__1542,outdoor_lamp,outdoor_lamp,2,lamp
1151,s__1543,plants,plants,2,otherprop
1152,s__1544,mirror,mirror,2,mirror
1153,s__1545,recreation,recreation,2,otherprop
1154,s__1546,coffee_table,coffee_table,2,table
1155,s__1547,chair,chair,2,chair
1156,s__1548,kitchen_cabinet,kitchen_cabinet,2,counter
1157,s__1549,clock,clock,2,otherprop
1158,s__1550,armchair,armchair,2,chair
1159,s__1551,coffee_table,coffee_table,2,table
1160,s__1552,wash_basins,wash_basins,2,sink
1161,s__1553,bathtub,bathtub,2,bathtub
1162,s__1554,trash_can,trash_can,2,otherprop
1163,s__1555,shower,shower,2,shower_curtain
1164,s__1556,mirror,mirror,2,mirror
1165,s__1557,chandelier,chandelier,2,lamp
1166,s__1558,wall_lamp,wall_lamp,2,lamp
1167,s__1559,mirror,mirror,2,mirror
1168,s__1560,toys,toys,2,otherprop
1169,s__1561,ottoman,ottoman,2,otherprop
1170,s__1562,double_bed,double_bed,2,bed
1171,s__1563,pets,pets,2,otherprop
1172,s__1631,pets,pets,2,otherprop
1173,s__1632,pets,pets,2,otherprop
1174,s__1633,pets,pets,2,otherprop
1175,s__1634,pets,pets,2,otherprop
1176,s__1635,pets,pets,2,otherprop
1177,s__1636,pets,pets,2,otherprop
1178,s__1637,pets,pets,2,otherprop
1179,s__1638,pets,pets,2,otherprop
1180,s__1639,fishbowl,toys,2,lamp
1181,s__1640,pets,pets,2,otherprop
1182,s__1641,clock,clock,2,otherprop
1183,s__1642,clock,clock,2,otherprop
1184,s__1643,clock,clock,2,lamp
1185,s__1644,toys,toys,2,otherprop
1186,s__1645,household_appliance,household_appliance,2,otherprop
1187,s__1646,toys,toys,2,otherprop
1188,s__1647,rug,rug,2,floor_mat
1189,s__1648,household_appliance,household_appliance,2,otherprop
1190,s__1649,household_appliance,household_appliance,2,otherprop
1191,s__1650,pillow,pillow,2,pillow
1192,s__1651,pillow,pillow,2,pillow
1193,s__1652,pillow,pillow,2,pillow
1194,s__1653,pillow,pillow,2,pillow
1195,s__1654,pillow,pillow,2,pillow
1196,s__1655,toys,toys,2,otherprop
1197,s__1656,toys,toys,2,otherprop
1198,s__1657,toys,toys,2,otherprop
1199,s__1658,toys,toys,2,otherprop
1200,s__1659,toys,toys,2,otherprop
1201,s__1660,toys,toys,2,otherprop
1202,s__1661,toys,toys,2,otherprop
1203,s__1662,toys,toys,2,otherprop
1204,s__1663,toys,toys,2,otherprop
1205,s__1664,dresser,dresser,2,dresser
1206,s__1665,armchair,armchair,2,chair
1207,s__1666,armchair,armchair,2,chair
1208,s__1667,dining_table,dining_table,2,table
1209,s__1668,armchair,armchair,2,chair
1210,s__1669,coffee_table,coffee_table,2,table
1211,s__1670,fireplaces,fireplaces,2,otherstructure
1212,s__1671,dresser,dresser,2,dresser
1213,s__1672,sofa,sofa,2,sofa
1214,s__1673,ottoman,ottoman,2,otherprop
1215,s__1674,sofa,sofa,2,sofa
1216,s__1675,floor_lamps,floor_lamps,2,lamp
1217,s__1676,chandelier,chandelier,2,lamp
1218,s__1677,table_lamp,table_lamp,2,lamp
1219,s__1678,table_lamp,table_lamp,2,lamp
1220,s__1679,chair,chair,2,chair
1221,s__1680,toilet,toilet,2,toilet
1222,s__1681,toilet,toilet,2,toilet
1223,s__1682,toilet,toilet,2,otherprop
1224,s__1683,stand,stand,2,night_stand
1225,s__1684,toilet,toilet,2,toilet
